"PMID","PMCID","DOI","Version","MID","IsCurrent","IsLive","ReleaseDate","Msg"
"32980687","","","","","",0,"","invalid article id"
"32445962","","","","","",0,"","invalid article id"
"20974273","","","","","",0,"","invalid article id"
"9214587","","","","","",0,"","invalid article id"
"7750534","","","","","",0,"","invalid article id"
"17728292","","","","","",0,"","invalid article id"
"33845315","","","","","",0,"","invalid article id"
"11401523","","","","","",0,"","invalid article id"
"8220459","","","","","",0,"","invalid article id"
"9037166","","","","","",0,"","invalid article id"
"32818834","","","","","",0,"","invalid article id"
"19017119","","","","","",0,"","invalid article id"
"12933662","","","","","",0,"","invalid article id"
"33857598","","","","","",0,"","invalid article id"
"22802189","","","","","",0,"","invalid article id"
"27697933","","","","","",0,"","invalid article id"
"20347322","","","","","",0,"","invalid article id"
"19562367","","","","","",0,"","invalid article id"
"10889447","","","","","",0,"","invalid article id"
"18414021","","","","","",0,"","invalid article id"
"20361327","","","","","",0,"","invalid article id"
"30218624","","","","","",0,"","invalid article id"
"36272190","","","","","",0,"","invalid article id"
"11549322","","","","","",0,"","invalid article id"
"30238944","","","","","",0,"","invalid article id"
"35781205","","","","","",0,"","invalid article id"
"16232607","","","","","",0,"","invalid article id"
"17314079","","","","","",0,"","invalid article id"
"9214588","","","","","",0,"","invalid article id"
"18352908","","","","","",0,"","invalid article id"
"34951215","","","","","",0,"","invalid article id"
"34251635","","","","","",0,"","invalid article id"
"10908810","","","","","",0,"","invalid article id"
"7767601","","","","","",0,"","invalid article id"
"35843475","","","","","",0,"","invalid article id"
"25958845","","","","","",0,"","invalid article id"
"29454005","","","","","",0,"","invalid article id"
"24756713","","","","","",0,"","invalid article id"
"11676491","","","","","",0,"","invalid article id"
"25867302","","","","","",0,"","invalid article id"
"32148213","","","","","",0,"","invalid article id"
"16341707","","","","","",0,"","invalid article id"
"36738937","","","","","",0,"","invalid article id"
"10792824","","","","","",0,"","invalid article id"
"12361955","","","","","",0,"","invalid article id"
"17024033","","","","","",0,"","invalid article id"
"11097838","","","","","",0,"","invalid article id"
"22133687","","","","","",0,"","invalid article id"
"33619766","","","","","",0,"","invalid article id"
"32900449","","","","","",0,"","invalid article id"
"9473520","","","","","",0,"","invalid article id"
"27690640","","","","","",0,"","invalid article id"
