"PMID","PMCID","DOI","Version","MID","IsCurrent","IsLive","ReleaseDate","Msg"
"29989313","","","","","",0,"","invalid article id"
"35050526","","","","","",0,"","invalid article id"
"35850253","","","","","",0,"","invalid article id"
"19624471","","","","","",0,"","invalid article id"
"20599732","","","","","",0,"","invalid article id"
"35640476","","","","","",0,"","invalid article id"
"19286545","","","","","",0,"","invalid article id"
"34312886","","","","","",0,"","invalid article id"
"34968619","","","","","",0,"","invalid article id"
"23107921","","","","","",0,"","invalid article id"
"20119844","","","","","",0,"","invalid article id"
"15988568","","","","","",0,"","invalid article id"
"28429400","","","","","",0,"","invalid article id"
"17540692","","","","","",0,"","invalid article id"
"30355567","","","","","",0,"","invalid article id"
"32231277","","","","","",0,"","invalid article id"
"30485774","","","","","",0,"","invalid article id"
"12096093","","","","","",0,"","invalid article id"
"11486091","","","","","",0,"","invalid article id"
"14558659","","","","","",0,"","invalid article id"
"28645048","","","","","",0,"","invalid article id"
"31349434","","","","","",0,"","invalid article id"
"10679446","","","","","",0,"","invalid article id"
"32430181","","","","","",0,"","invalid article id"
"12495746","","","","","",0,"","invalid article id"
"33398474","","","","","",0,"","invalid article id"
"30191576","","","","","",0,"","invalid article id"
"35065375","","","","","",0,"","invalid article id"
"31084870","","","","","",0,"","invalid article id"
"21296763","","","","","",0,"","invalid article id"
"12015957","","","","","",0,"","invalid article id"
"12015970","","","","","",0,"","invalid article id"
"34320227","","","","","",0,"","invalid article id"
