,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
10,"S. Liu, H. Chen, W. Ma, Y. Zhong, Y. Liang, L. Gu, X. Lu and J. Li, ","""Non-coding RNAs and related molecules associated with form-deprivation myopia in mice."", ",Journal of cellular and molecular medicine ,26(1) ,(Jan. 2022). ,34841657; ,DOI 10.1111/jcmm.17071.,"The role of miRNAs and its regulatory mechanism in myopia are indeterminate. Our study aimed to investigate potential myopia-associated non-coding RNAs and related molecules by performing a comprehensive bioinformatic analysis of miRNA expression profile of mice with form-deprivation myopia (FDM). Differentially expressed miRNAs in two raw microarray data sets (GSE58124 and GSE84220) from Gene Expression Omnibus (GEO) database were comprehensively analysed using GEO2R. Target genes were predicted using miRDB and enriched with Metascape online tool. Protein-protein interaction (PPI) networks were constructed utilizing STRING and Cytoscape. Significant differentially expressed miRNAs were validated by real-time polymerase chain reaction (qRT-PCR) using RNA extracted from monocular FDM ocular tissues. As result, we identified three upregulated miRNAs (mmu-miR-1936, mmu-miR-338-5p, and mmu-miR-673-3p) significantly associated with myopia in the two microarray data sets (p < 0.05 and |Log (Fold Change) |>1). GO functional analysis suggested these three miRNAs were targeted in genes mostly enriched in morphogenesis and developmental growth of retinal tissues. Enrichment analysis revealed top eight transcription factors, including PAX6 and Smad3, related to myopia. Ten hub genes, including Rbx1, Fbxl3, Fbxo27, Fbxl7, Fbxo4, Cul3, Cul2, Klhl5, Fbxl16 and Klhl42, associated with ubiquitin conjugation were identified. qRT-PCR confirmed the increased expression of mmu-miR-1936 and mmu-miR-338-5p (p < 0.05), but no statistical difference was observed in mmu-miR-673-3p expression in myopic retinas. Our findings indicated mmu-miR-1936, mmu-miR-338-5p and mmu-miR-673-3p upregulation may be associated with myopia development via post-transcriptional gene regulation, and identified potential molecules that could be further explored in future studies of the mechanism in myopia."
11,"RJ. Okagaki, S. Cho, WM. Kruger, WW. Xu, S. Heinen and GJ. Muehlbauer, ","""The barley UNICULM2 gene resides in a centromeric region and may be associated with signaling and stress responses."", ",Functional & integrative genomics ,13(1) ,(Mar. 2013). ,23086595; ,DOI 10.1007/s10142-012-0299-7.,"Vegetative axillary meristem (AXM) activity results in the production of branches. In barley (Hordeum vulgare L.), vegetative AXM develop in the crown and give rise to modified branches, referred to as tillers. Mutations in the barley low-tillering mutant uniculm2 block vegetative AXM development and prevent tiller development. The objectives of this work were to examine gene expression in wild-type and cul2 mutant plants, fine map the CUL2 gene, and to examine synteny in the CUL2 region in barley with rice. RNA profiling experiments using two near-isogenic line pairs carrying either the cul2 mutant allele or wild-type CUL2 allele in different genetic backgrounds detected 28 unique gene transcripts exhibiting similar patterns of differential accumulation in both genetic backgrounds, indicating that we have identified key genes impacted by the CUL2 gene. Twenty-four genes had higher abundance in uniculm2 mutant tissues, and nearly half of the annotated genes likely function in stress-response or signal transduction pathways. Genetic mapping identified five co-segregating markers in 1,088 F2 individuals. These markers spanned the centromere region on chromosome 6H, and coincided with a 50-cM region on rice chromosome 2, indicating that it may be difficult to positionally clone CUL2. Taken together, the results revealed stress response and signal transduction pathways that are associated with the CUL2 gene, isolating CUL2 via positional cloning approaches that may be difficult, and the remnants of barley-rice synteny in the CUL2 region."
12,"D. Chu, T. Liu, Y. Yao and N. Luan, ","""LINC00997/MicroRNA 574-3p/CUL2 Promotes Cervical Cancer Development via Mitogen-Activated Protein Kinase Signaling."", ",Molecular and cellular biology ,41(8) ,(Jul. 2021). ,34031216; ,DOI 10.1128/MCB.00059-21.,"Cervical cancer (CC) is a common gynecological malignancy with high morbidity and mortality. Mounting evidence has highlighted that long noncoding RNAs are essential regulators in cancer development. Long intergenic non-protein-coding RNA 997 (LINC00997) was identified for study due to its high expression in CC tissues. The aim of the study was to investigate the function and mechanism of LINC00997 in CC. Reverse transcription-quantitative PCR (RT-qPCR) revealed that LINC00997 RNA expression was also increased in CC cells and LINC00997 copy number was upregulated in CC tissues. 3-(4,5-Dimethyl-2-thiazolyl)-2,5-diphenyl-2H-tetrazolium bromide (MTT), colony formation, and Transwell assays as well as transmission electron microscopy observation exhibited that LINC00997 depletion inhibited CC cell proliferation, migration, invasion, and autophagy. The relationship between LINC00997 and its downstream genes was confirmed by RNA pulldown, luciferase reporter, and RNA-binding protein immunoprecipitation assays. Mechanistically, LINC00997 upregulated the expression of cullin 2 (CUL2) by interacting with microRNA 574-3p (miR-574-3p). Moreover, Western blot analysis was employed to detect the protein levels of mitogen-activated protein kinase (MAPK) pathway-associated factors in CC cells. LINC00997 activated the MAPK signaling by increasing CUL2 expression, thus promoting malignant phenotypes of CC cells. In conclusion, the LINC00997/miR-574-3p/CUL2 axis contributes to CC cell proliferation, migration, invasion, and autophagy via the activation of MAPK signaling."
13,"X. Chen, S. Liao, Y. Makaros, Q. Guo, Z. Zhu, R. Krizelman, K. Dahan, X. Tu, X. Yao, I. Koren and C. Xu, ","""Molecular basis for arginine C-terminal degron recognition by Cul2FEM1 E3 ligase."", ",Nature chemical biology ,17(3) ,(Mar. 2021). ,33398168; ,DOI 10.1038/s41589-020-00704-3.,"Degrons are elements within protein substrates that mediate the interaction with specific degradation machineries to control proteolysis. Recently, a few classes of C-terminal degrons (C-degrons) that are recognized by dedicated cullin-RING ligases (CRLs) have been identified. Specifically, CRL2 using the related substrate adapters FEM1A/B/C was found to recognize C degrons ending with arginine (Arg/C-degron). Here, we uncover the molecular mechanism of Arg/C-degron recognition by solving a subset of structures of FEM1 proteins in complex with Arg/C-degron-bearing substrates. Our structural research, complemented by binding assays and global protein stability (GPS) analyses, demonstrates that FEM1A/C and FEM1B selectively target distinct classes of Arg/C-degrons. Overall, our study not only sheds light on the molecular mechanism underlying Arg/C-degron recognition for precise control of substrate turnover, but also provides valuable information for development of chemical probes for selectively regulating proteostasis."
14,"R. Metzger, L. Heukamp, U. Drebber, E. Bollschweiler, T. Zander, AH. Hoelscher and U. Warnecke-Eberz, ","""CUL2 and STK11 as novel response-predictive genes for neoadjuvant radiochemotherapy in esophageal cancer."", ",Pharmacogenomics ,11(8) ,(Aug. 2010). ,20712528; ,DOI 10.2217/pgs.10.76.,"Neoadjuvant treatment strategies have been developed to improve the survival of patients with locally advanced esophageal cancer. Since only patients with major histopathological response benefit from multimodality treatment, we profiled the genome of patients with esophageal cancer for markers indicating response or nonresponse."
15,"M. Zhang, Z. Zhou, Z. Liu, F. Liu and C. Zhao, ","""Exploring the potential biomarkers for prognosis of glioblastoma via weighted gene co-expression network analysis."", ",PeerJ ,10 ,(2022). ,35111402; ,DOI 10.7717/peerj.12768.,"Glioblastoma (GBM) is the most common malignant tumor in the central system with a poor prognosis. Due to the complexity of its molecular mechanism, the recurrence rate and mortality rate of GBM patients are still high. Therefore, there is an urgent need to screen GBM biomarkers to prove the therapeutic effect and improve the prognosis."
16,"S. Babb and GJ. Muehlbauer, ","""Genetic and morphological characterization of the barley uniculm2 (cul2) mutant."", ",TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik ,106(5) ,(Mar. 2003). ,12647059; ,,"Axillary meristem growth and development help define plant architecture in barley (Hordeum vulgare L). Plants carrying the recessive uniculm2 (cul2) mutation initiate vegetative axillary meristem development but fail to develop tillers. In addition, inflorescence axillary meristems develop into spikelets, but the spikelets at the distal end of the inflorescence have an altered phyllotaxy and are sometimes absent. Double mutant combinations of cul2 and nine other recessive mutations that exhibit low to high tiller number phenotypes resulted in a uniculm vegetative phenotype. One exception was the occasional multiple shoots produced in combination with granum-a; a high tillering mutant that occasionally produces two shoot apical meristems. These results show that the CUL2 gene product plays a role in the development of axillary meristems into tillers but does not regulate the development of vegetative apical meristems. Moreover, novel double-mutant inflorescence phenotypes were observed with cul2 in combination with the other mutants. These data show that the wild-type CUL2 gene product is involved in controlling proper inflorescence development and that it functions in combination with some of the other genes that affect branching. Our genetic analysis indicates that there are genetically separate but not distinct regulatory controls on vegetative and inflorescence axillary development. Finally, to facilitate future positionally cloning of cul2, we positioned cul2 on chromosome 6(6H) of the barley RFLP map."
17,"ER. Maher and WG. Kaelin, ","""von Hippel-Lindau disease."", ",Medicine ,76(6) ,(Nov. 1997). ,9413424; ,,"von Hippel-Lindau disease is a hereditary cancer syndrome characterized by the development of vascular tumors of the central nervous system and retina, clear cell renal carcinomas, pheochromocytomas, pancreatic islet cell tumors, endolymphatic sac tumors, and benign cysts affecting a variety of organs. VHL disease is caused by germline mutations of the von Hippel-Lindau tumor suppressor gene located on chromosome 3p25. Tumor development in this setting is due to inactivation or loss of the remaining wild-type allele in a susceptible cell. The highly vascular nature of VHL-associated neoplasms can be understood in light of the recent finding that the VHL gene product (pVHL) inhibits the accumulation of hypoxia-inducible mRNAs, such as the mRNA encoding vascular endothelial growth factor (VEGF), under normoxic conditions. This property of pVHL appears to be linked to its ability to bind to complexes containing elongin B, elongin C, and cullin 2 (Cul2). Elongin C and Cul2, based on their homology with Skp1 and Cdc53, respectively, are suspected of targeting certain proteins for covalent modification with ubiquitin and hence for degradation. One model, which remains to be tested, is that the binding of pVHL to elongins B/C and Cul2 affects the ubiquitination of RNA-binding proteins that regulate the stability of hypoxia-inducible mRNAs."
18,"E. Zander, A. Ardeleanu, R. Singleton, B. Bede, Y. Wu and S. Zheng, ","""A functional artificial neural network for noninvasive pretreatment evaluation of glioblastoma patients."", ",Neuro-oncology advances ,4(1) ,(2022). ,35059640; ,DOI 10.1093/noajnl/vdab167.,"Pretreatment assessments for glioblastoma (GBM) patients, especially elderly or frail patients, are critical for treatment planning. However, genetic profiling with intracranial biopsy carries a significant risk of permanent morbidity. We previously demonstrated that the CUL2 gene, encoding the scaffold cullin2 protein in the cullin2-RING E3 ligase (CRL2), can predict GBM radiosensitivity and prognosis. CUL2 expression levels are closely regulated with its copy number variations (CNVs). This study aims to develop artificial neural networks (ANNs) for pretreatment evaluation of GBM patients with inputs obtainable without intracranial surgical biopsies."
19,"B. Zhang, Y. Li, Q. Feng, L. Song, C. Dong and X. Yan, ","""Structural insights into ORF10 recognition by ZYG11B."", ",Biochemical and biophysical research communications ,616 ,(Aug. 2022). ,35636250; ,DOI 10.1016/j.bbrc.2022.05.069.,"Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has become a major threat to human health. As a unique putative protein of SARS-CoV-2, the N-terminus of ORF10 can be recognized by ZYG11B, a substrate receptor of the Cullin 2-RING E3 ubiquitin ligase (CRL2). Here we elucidated recognition mechanism of ORF10 N-terminus by ZYG11B through presenting the crystal structure of ZYG11B bound to ORF10 N-terminal peptide. Our work expands the current understanding of ORF10 interaction with ZYG11B, and may also inspire the development of novel therapies for COVID-19."
20,"N. Mahrour, WB. Redwine, L. Florens, SK. Swanson, S. Martin-Brown, WD. Bradford, K. Staehling-Hampton, MP. Washburn, RC. Conaway and JW. Conaway, ","""Characterization of Cullin-box sequences that direct recruitment of Cul2-Rbx1 and Cul5-Rbx2 modules to Elongin BC-based ubiquitin ligases."", ",The Journal of biological chemistry ,283(12) ,(Mar. 2008). ,18187417; ,DOI 10.1074/jbc.M706987200.,"The Elongin BC-box protein family includes the von Hippel-Lindau tumor suppressor and suppressor of cytokine signaling proteins, which are substrate recognition subunits of structurally related classes of E3 ubiquitin ligases composed of Elongin C-Elongin B-Cullin 2-Rbx1 (Cul2 ubiquitin ligases) or of Elongin C-Elongin B-Cullin 5-Rbx2 (Cul5 ubiquitin ligases). The Elongin BC complex acts as an adaptor that links a substrate recognition subunit to heterodimers of either Cullin 2 (Cul2) and RING finger protein Rbx1 or Cullin 5 (Cul5) and Rbx2. It has been shown ( Kamura, T., Maenaka, K., Kotoshiba, S., Matsumoto, M., Kohda, D., Conaway, R. C., Conaway, J. W., and Nakayama, K. I. (2004) Genes Dev. 18, 3055-3065 ) that interaction of BC-box proteins with their cognate Cul-Rbx module is determined by specific regions, called Cul2- or Cul5-boxes, located immediately downstream of their BC-boxes. Here, we investigate further the mechanisms governing assembly of BC-box proteins with their specific Cul-Rbx modules. Through purification and characterization of a larger collection of BC-box proteins that serve as substrate recognition subunits of Cul2 and Cul5 ubiquitin ligases and through structure-function studies, we define Cul2- and Cul5-boxes in greater detail. Although it previously appeared that there was little sequence similarity between Cul5- and Cul2-box motifs, analyses of newly identified BC-box proteins reveal that residues conserved in the Cul2-box represent a subset of those conserved in the Cul5-box. The sequence motif LPPhiP, which is conserved in most Cul5-boxes and has been suggested to specify assembly of Cul5 ligases, is compatible with Cul2 interaction. Finally, the spacing between BC- and Cullin-boxes is much more flexible than has been appreciated and can vary from as few as 3 and as many as approximately 80 amino acids. Taken together, our findings shed new light on the mechanisms by which BC-box proteins direct recruitment of Cullin-Rbx modules during reconstitution of ubiquitin ligases."
21,"J. Hao, J. Li, Z. Zhang, Y. Yang, Q. Zhou, T. Wu, T. Chen, Z. Wu, P. Zhang, J. Cui and YP. Li, ","""NLRC5 restricts dengue virus infection by promoting the autophagic degradation of viral NS3 through E3 ligase CUL2 (cullin 2)."", ",Autophagy ,,(Sep. 2022). ,36126167; ,DOI 10.1080/15548627.2022.2126614.,"NLRC5 has been reported to be involved in antiviral immunity; however, the underlying mechanism remains poorly understood. Here, we investigated the functional role of NLRC5 in the infection of a flavivirus, dengue virus (DENV). We found that the expression of NLRC5 was strongly induced by virus infection and IFNB or IFNG stimulation in different cell lines. Overexpression of NLRC5 remarkably suppressed DENV infection, whereas knockout of NLRC5 led to a significant increase in DENV infection. Mechanistic study revealed that NLRC5 interacted with the viral nonstructural protein 3 (NS3) protease domain and mediated degradation of NS3 through a ubiquitin-dependent selective macroautophagy/autophagy pathway. We demonstrated that NLRC5 recruited the E3 ubiquitin ligase CUL2 (cullin 2) to catalyze K48-linked poly-ubiquitination of the NS3 protease domain, which subsequently served as a recognition signal for cargo receptor TOLLIP-mediated selective autophagic degradation. Together, we have demonstrated that NLRC5 exerted an antiviral effect by mediating the degradation of a multifunctional protein of DENV, providing a novel antiviral signal axis of NLRC5-CUL2-NS3-TOLLIP. This study expands our understanding of the regulatory network of NLRC5 in the host defense against virus infection."
22,"T. Kamura, K. Maenaka, S. Kotoshiba, M. Matsumoto, D. Kohda, RC. Conaway, JW. Conaway and KI. Nakayama, ","""VHL-box and SOCS-box domains determine binding specificity for Cul2-Rbx1 and Cul5-Rbx2 modules of ubiquitin ligases."", ",Genes & development ,18(24) ,(Dec. 2004). ,15601820; ,,"The ECS (Elongin B/C-Cul2/Cul5-SOCS-box protein) complex is a member of a family of ubiquitin ligases that share a Cullin-Rbx module. SOCS-box proteins recruit substrates to the ECS complex and are linked to Cullin-Rbx via Elongin B/C. VHL has been implicated as a SOCS-box protein, but lacks a C-terminal sequence (downstream of the BC box) of the SOCS box. We now show that VHL specifically interacts with endogenous Cul2-Rbx1 in mammalian cells, whereas SOCS-box proteins associate with Cul5-Rbx2. We also identify LRR-1 and FEM1B as proteins that share a region of homology with VHL (the VHL box, including the BC box and downstream residues) and associate with Cul2-Rbx1. ECS complexes can thus be classified into two distinct protein assemblies, that is, those that contain a subunit with a VHL box (composed of the BC box and a downstream Cul2 box) that interacts with Cul2-Rbx1, and those that contain a subunit with a SOCS box (BC box and downstream Cul5 box) that interacts with Cul5-Rbx2. Domain-swapping analyses showed that the specificity of interaction of VHL-box and SOCS-box proteins with Cullin-Rbx modules is determined by the Cul2 and Cul5 boxes, respectively. Finally, RNAi-mediated knockdown of the Cul2-Rbx1 inhibited the VHL-mediated degradation of HIF-2alpha, whereas knockdown of Cul5-Rbx2 did not affect it. These data suggest that the functions of the Cul2-Rbx1 and Cul5-Rbx2 modules are distinct."
