,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
10,"HG. Lee, JH. Won, YR. Choi, K. Lee and PJ. Seo, ","""Brassinosteroids Regulate Circadian Oscillation via the BES1/TPL-CCA1/LHY Module in Arabidopsisthaliana."", ",iScience ,23(9) ,(Sep. 2020). ,32947126; ,DOI 10.1016/j.isci.2020.101528.,"Brassinosteroids (BRs) regulate a variety of physiological processes in plants via extensive crosstalk with diverse biological signaling networks. Although BRs are known to reciprocally regulate circadian oscillation, the molecular mechanism underlying BR-mediated regulation of circadian clock remains unknown. Here, we demonstrate that the BR-activated transcription factor bri1-EMS-SUPPRESSOR 1 (BES1) integrates BR signaling into the circadian network in Arabidopsis. BES1 repressed expression of CIRCADIAN CLOCK-ASSOCIATED 1 (CCA1) and LATE ELONGATED HYPOCOTYL (LHY) at night by binding to their promoters, together with TOPLESS (TPL). The repression of CCA1 and LHY by BR treatment, which occurred during the night, was compromised in bes1-ko and tpl-8 mutants. Consistently, long-term treatment with BR shortened the circadian period, and BR-induced rhythmic shortening was impaired in bes1-ko and tpl-8 single mutants and in the cca1-1lhy-21 double mutant. Overall, BR signaling is conveyed to the circadian oscillator via the BES1/TPL-CCA1/LHY module, contributing to gating diurnal BR responses in plants."
11,"HG. Lee, JH. Won, YR. Choi, K. Lee and PJ. Seo, ","""Erratum: Brassinosteroids Regulate Circadian Oscillation via the BES1/TPL-CCA1/LHY Module in Arabidopsis thaliana."", ",iScience ,24(10) ,(Oct. 2021). ,34622177; ,DOI 10.1016/j.isci.2021.103147.,[This corrects the article DOI: 10.1016/j.isci.2020.101528.].
12,"S. Lu, L. Dong, C. Fang, S. Liu, L. Kong, Q. Cheng, L. Chen, T. Su, H. Nan, D. Zhang, L. Zhang, Z. Wang, Y. Yang, D. Yu, X. Liu, Q. Yang, X. Lin, Y. Tang, X. Zhao, X. Yang, C. Tian, Q. Xie, X. Li, X. Yuan, Z. Tian, B. Liu, JL. Weller and F. Kong, ","""Stepwise selection on homeologous PRR genes controlling flowering and maturity during soybean domestication."", ",Nature genetics ,52(4) ,(Apr. 2020). ,32231277; ,DOI 10.1038/s41588-020-0604-7.,"Adaptive changes in plant phenology are often considered to be a feature of the so-called 'domestication syndrome' that distinguishes modern crops from their wild progenitors, but little detailed evidence supports this idea. In soybean, a major legume crop, flowering time variation is well characterized within domesticated germplasm and is critical for modern production, but its importance during domestication is unclear. Here, we identify sequential contributions of two homeologous pseudo-response-regulator genes, Tof12 and Tof11, to ancient flowering time adaptation, and demonstrate that they act via LHY homologs to promote expression of the legume-specific E1 gene and delay flowering under long photoperiods. We show that Tof12-dependent acceleration of maturity accompanied a reduction in dormancy and seed dispersal during soybean domestication, possibly predisposing the incipient crop to latitudinal expansion. Better understanding of this early phase of crop evolution will help to identify functional variation lost during domestication and exploit its potential for future crop improvement."
13,"HR. Song and IA. Carré, ","""DET1 regulates the proteasomal degradation of LHY, a component of the Arabidopsis circadian clock."", ",Plant molecular biology ,57(5) ,(Mar. 2005). ,15988568; ,,"Multiple photoreceptors contribute to the entrainment of the Arabidopsis circadian clock to daily cycles of light and darkness but little is known of the mechanisms by which these pathways affect the central oscillator. Here we investigate the epistatic interaction between DE-ETIOLATED 1 (DET1), a negative regulator of light-regulated gene expression, and LATE ELONGATED HYPOCOTYL (LHY), one of the core components of the circadian oscillator. The daily onset of LHY gene expression was advanced by approximately 4 h in det1-1 mutant plants, suggesting that the wild-type DET1 protein might function to repress its transcription during the subjective night. lhy-1 det1-1 double mutants exhibited arrhythmic expression of the CAB gene in constant light, similar to the lhy-1 mutant parent. However, additive effects of the lhy-1 and det1-1 mutations on CAB2 expression patterns were revealed under diurnal light-dark cycles. Since the lhy-1 mutation causes aberrant, constitutive transcription of LHY from a constitutive viral promoter, this observation indicated that effects of DET1 were not mediated through the regulation of LHY transcription. Furthermore, the light-driven, rhythmic accumulation of the LHY protein in the lhy-1 mutant was altered by the det1-1 mutation, suggesting that DET1 might regulate LHY expression at the post-transcriptional level. In vitro protein degradation assays demonstrated that the LHY protein is turned over rapidly through the proteasome pathway. Similar degradation was observed whether plant tissue was harvested during the light or dark portion of the diurnal cycle, but the process was significantly accelerated in det1-1 mutant extracts. These results indicate that the wild-type DET1 protein acts to inhibit the proteolytic turnover of the LHY protein, and suggest a mechanism for the period-shortening effect of the det1-1 mutation. These findings add to recent evidence suggesting a role for DET1 in a ubiquitination pathway and identify a substrate for DET1-regulated protein turn-over."
14,"Q. Hu, L. Yu, R. Chen, Y. Zhang, Y. Xie and Q. Liao, ","""Characterization of LHY-821, a novel moderately differentiated endometrial carcinoma cell line."", ",In vitro cellular & developmental biology. Animal ,48(7) ,(Aug. 2012). ,22806968; ,DOI 10.1007/s11626-012-9518-8.,"Endometrial cancer is a major problem for women but only a small number of comprehensively characterized cell models are available for studies. Here, we established a new cell line derived from a Stage IIIc(1) Grade 2 endometrial adenocarcinoma. The cell line, designated LHY-821, was characterized using growth curve, karyotyping, immunohistochemical staining, immunoblotting, drug sensitivity assay, invasion assay, and xenografting in nude mice. LHY-821 has a doubling time of about 46 h and a colony-forming efficiency of approximately 71 %. These cells expresse high levels of progesterone receptor but not estrogen receptor and are sensitive to medroxyprogesterone acetate (MPA). LHY-821 also expresses pan-cytokeratin, PTEN, p53, β-catenin, IGF-1, and IGF-2. In addition, karyotype analysis revealed that LHY-821 possessed a near diploid karyotype including 6q-, 10p-, Xq-, 13q+, 17p+, and Triplo-12. LHY-821 showed highly tumorigenicity in nude mice (100 %) and weak invasiveness. Chemosensitivity tests showed that LHY-821 was sensitive to both carboplatin and paclitaxel. LHY-821 is an immortalized cell line which had survived more than 80 serial passages; it may provide a novel tool to study the molecular mechanism and potential treatment for endometrial cancer."
15,"S. Yamaura, Y. Yamauchi, M. Makihara, T. Yamashino and A. Ishikawa, ","""CCA1 and LHY contribute to nonhost resistance to Pyricularia oryzae (syn. Magnaporthe oryzae) in Arabidopsis thaliana."", ","Bioscience, biotechnology, and biochemistry ",84(1) ,(Jan. 2020). ,31478783; ,DOI 10.1080/09168451.2019.1660612.,"The circadian clock enables plants to adapt to their environment and control numerous physiological processes, including plant-pathogen interactions. However, it is unknown if the circadian clock controls nonhost resistance (NHR) in plants. To find out, we analyzed microarray data with the web-based tool DIURNAL to reveal that NHR-related genes show rhythmic expression patterns in the absence of a pathogen challenge. Our clock mutant analyses found that cca1-1 lhy-11 double mutant showed compromised NHR to Pyricularia oryzae, suggesting that two components of the circadian clock, CCA1 and LHY, are involved in regulating penetration resistance in Arabidopsis thaliana. By analyzing pen2 double mutants, we revealed that CCA1 contributes to time-of-day-dependent penetration resistance as a positive regulator and that LHY regulates post-penetration resistance as a positive regulator. Taken together, our results suggest that the circadian clock regulates the time-of-day-dependent NHR to P. oryzae and thus enables A. thaliana to counteract pathogen attacks.Abbreviations: EE: evening element; ETI: effector-triggered immunity; NHR: nonhost resistance; PAMP: pathogen-associated molecular pattern; PTI: PAMP-triggered immunity; SAR: systemic acquired resistance."
16,"WN. Kernan, CM. Viscoli, KL. Furie, LH. Young, SE. Inzucchi, M. Gorman, PD. Guarino, AM. Lovejoy, PN. Peduzzi, R. Conwit, LM. Brass, GG. Schwartz, HP. Adams, L. Berger, A. Carolei, W. Clark, B. Coull, GA. Ford, D. Kleindorfer, JR. O'Leary, MW. Parsons, P. Ringleb, S. Sen, JD. Spence, D. Tanne, D. Wang and TR. Winder, ","""Pioglitazone after Ischemic Stroke or Transient Ischemic Attack."", ",The New England journal of medicine ,374(14) ,(Apr. 2016). ,26886418; ,DOI 10.1056/NEJMoa1506930.,"Patients with ischemic stroke or transient ischemic attack (TIA) are at increased risk for future cardiovascular events despite current preventive therapies. The identification of insulin resistance as a risk factor for stroke and myocardial infarction raised the possibility that pioglitazone, which improves insulin sensitivity, might benefit patients with cerebrovascular disease."
17,"L. Liu, X. Li, L. Yuan, G. Zhang, H. Gao, X. Xu and H. Zhao, ","""XAP5 CIRCADIAN TIMEKEEPER specifically modulates 3' splice site recognition and is important for circadian clock regulation partly by alternative splicing of LHY and TIC."", ",Plant physiology and biochemistry : PPB ,172 ,(Feb. 2022). ,35065375; ,DOI 10.1016/j.plaphy.2022.01.013.,"Pre-mRNA splicing is an essential step during gene expression, which takes place in the spliceosome, a large dynamic ribonucleoprotein complex assembled in a stepwise manner. During the last decade, several spliceosomal mutants were functionally identified to cause a lengthened circadian period by introducing intron retention defects into circadian clock genes in Arabidopsis. However, the spliceosomal components that play opposite roles in the circadian period via alternative 3' splice site (Alt 3'ss) are largely unknown. Here, we demonstrated that XCT (XAP5 CIRCADIAN TIMEKEEPER) is a key spliceosomal component associated with multiple splicing factors. Moreover, genome-wide analysis revealed that inactivation of XCT particularly results in defects in Alt 3'ss recognition by RNA sequencing. Further analysis indicated that a strong alteration in the 3' splice sites of LHY and TIC partly accounts for the shortened circadian period of the xct mutant. Therefore, our results demonstrated that mutations in XCT shortened the circadian period partly by alternative splicing of LHY and TIC particularly in 3' splice site recognition, which provides new insight into the link between alternative splicing and the circadian clock."
18,"S. Chen, HA. Huang, JH. Chen, CC. Fu, PL. Zhan, SW. Ke, XQ. Zhang, TX. Zhong and XM. Xie, ","""SgRVE6, a LHY-CCA1-Like Transcription Factor From Fine-Stem Stylo, Upregulates NB-LRR Gene Expression and Enhances Cold Tolerance in Tobacco."", ",Frontiers in plant science ,11 ,(2020). ,32973836; ,DOI 10.3389/fpls.2020.01276.,"Stylosanthes species are economically important tropical and subtropical forage legumes which are generally vulnerable to chilling and frost. Fine-stem stylo (S. guianensis var. intermedia) has the most superior cold tolerance among all stylo species. A REVEILLE (RVE) gene, SgRVE6, was cloned from fine-stem stylo. Bioinformatic analysis suggests that SgRVE6 encodes a transcription factor of 292 amino acid residues, which belongs to the LATE ELONGATED HYPOCOTYL/CIRCADIAN CLOCK ASSOCIATED 1-LIKE (LCL) subgroup of RVE family and contains a SHAQKYF-class MYB domain and a LCL domain. SgRVE6 is universally expressed in root, stem and leaf tissues of fine-stem stylo and is rapidly up-regulated in all tested tissues under cold stress. Over-expressing SgRVE6 affects expression of 21 circadian clock genes, up-regulates expression of 6 nucleotide binding domain leucine-rich repeats (NB-LRR) encoding genes associated with tobacco cold tolerance, improves physiological responses to low temperature, and endows the transgenic tobaccos with higher tolerance to cold stress. This is the first time a study investigates the biological function of RVE6 in cold responses of plant species."
19,"FE. Belbin and AN. Dodd, ","""ABA signalling is regulated by the circadian clock component LHY."", ",The New phytologist ,220(3) ,(Nov. 2018). ,30324736; ,DOI 10.1111/nph.15473.,
20,"S. Adams, J. Grundy, SR. Veflingstad, NP. Dyer, MA. Hannah, S. Ott and IA. Carré, ","""Circadian control of abscisic acid biosynthesis and signalling pathways revealed by genome-wide analysis of LHY binding targets."", ",The New phytologist ,220(3) ,(Nov. 2018). ,30191576; ,DOI 10.1111/nph.15415.,"The LATE ELONGATED HYPOCOTYL (LHY) transcription factor functions as part of the oscillatory mechanism of the Arabidopsis circadian clock. This paper reports the genome-wide analysis of its binding targets and reveals a role in the control of abscisic acid (ABA) biosynthesis and downstream responses. LHY directly repressed expression of 9-cis-epoxycarotenoid dioxygenase enzymes, which catalyse the rate-limiting step of ABA biosynthesis. This suggested a mechanism for the circadian control of ABA accumulation in wild-type plants. Consistent with this hypothesis, ABA accumulated rhythmically in wild-type plants, peaking in the evening. LHY-overexpressing plants had reduced levels of ABA under drought stress, whereas loss-of-function mutants exhibited an altered rhythm of ABA accumulation. LHY also bound the promoter of multiple components of ABA signalling pathways, suggesting that it may also act to regulate responses downstream of the hormone. LHY promoted expression of ABA-responsive genes responsible for increased tolerance to drought and osmotic stress but alleviated the inhibitory effect of ABA on seed germination and plant growth. This study reveals a complex interaction between the circadian clock and ABA pathways, which is likely to make an important contribution to plant performance under drought and osmotic stress conditions."
21,"JY. Kim, HR. Song, BL. Taylor and IA. Carré, ","""Light-regulated translation mediates gated induction of the Arabidopsis clock protein LHY."", ",The EMBO journal ,22(4) ,(Feb. 2003). ,12574129; ,,"The transcription factor LHY and the related protein CCA1 perform overlapping functions in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis: Overexpression of LHY abolished function of the circadian clock in constant light, but rhythmic expression of several circadian clock-regulated transcripts was observed under light- dark cycles. These oscillations correlated with high amplitude changes in LHY protein levels, caused by light-induced translation of the LHY transcript. Increases in LHY protein levels were also observed in light-grown wild-type plants, when light signals coincided with the circadian-regulated peak of LHY transcription at dawn. Unexpectedly, translational induction coincided with acute downregulation of LHY transcript levels. We suggest that the simultaneous translational induction and transcriptional repression of LHY expression play a role to narrow the peak of LHY protein synthesis at dawn and increase the robustness and accuracy of circadian oscillations. Strong phase shifting responses to light signals were observed in plants lacking function of LHY, CCA1 or both, suggesting that light-regulated expression of these proteins does not mediate entrainment of the clock to light-dark cycles."
22,"EA. Kikis, R. Khanna and PH. Quail, ","""ELF4 is a phytochrome-regulated component of a negative-feedback loop involving the central oscillator components CCA1 and LHY."", ",The Plant journal : for cell and molecular biology ,44(2) ,(Oct. 2005). ,16212608; ,,"Evidence has been presented that a negative transcriptional feedback loop formed by the genes CIRCADIAN CLOCK ASSOCIATED (CCA1), LATE ELONGATED HYPOCOTYL (LHY) and TIMING OF CAB (TOC1) constitutes the core of the central oscillator of the circadian clock in Arabidopsis. Here we show that these genes are expressed at constant, basal levels in dark-grown seedlings. Transfer to constant red light (Rc) rapidly induces a biphasic pattern of CCA1 and LHY expression, and a reciprocal TOC1 expression pattern over the first 24 h, consistent with initial induction of this synchronous oscillation by the light signal. We have used this assay with wild-type and mutant seedlings to examine the role of these oscillator components, and to determine the function of ELF3 and ELF4 in their light-regulated expression. The data show that whereas TOC1 is necessary for light-induced CCA1/LHY expression, the combined absence of CCA1 and LHY has little effect on the pattern of light-induced TOC1 expression, indicating that the negative regulatory arm of the proposed oscillator is not fully functional during initial seedling de-etiolation. By contrast, ELF4 is necessary for light-induced expression of both CCA1 and LHY, and conversely, CCA1 and LHY act negatively on light-induced ELF4 expression. Together with the observation that the temporal light-induced expression profile of ELF4 is counter-phased to that of CCA1 and LHY and parallels that of TOC1, these data are consistent with a previously unrecognized negative-feedback loop formed by CCA1/LHY and ELF4 in a manner analogous to the proposed CCA1/LHY/TOC1 oscillator. ELF3 is also necessary for light-induced CCA1/LHY expression, but it is neither light-induced nor clock-regulated during de-etiolation. Taken together, the data suggest (a) that ELF3, ELF4, and TOC1 all function in the primary, phytochrome-mediated light-input pathway to the circadian oscillator in Arabidopsis; and (b) that this oscillator consists of two or more interlocking transcriptional feedback loops that may be differentially operative during initial light induction and under steady-state circadian conditions in entrained green plants."
23,"S. Suzuki, K. Miyata, M. Hara, K. Niinuma, H. Tsukaya, M. Takase, R. Hayama and T. Mizoguchi, ","""A loss-of-function mutation in the DWARF4/PETANKO5 gene enhances the late-flowering and semi-dwarf phenotypes of the Arabidopsis clock mutant lhy-12;cca1-101 under continuous light without affecting FLC expression."", ","Plant biotechnology (Tokyo, Japan) ",33(4) ,(2016). ,31274993; ,DOI 10.5511/plantbiotechnology.16.0601a.,"The circadian clock plays important roles in the control of photoperiodic flowering in Arabidopsis. Mutations in the LATE ELONGATED HYPOCOTYL (LHY) and CIRCADIAN CLOCK ASSOCIATED 1 (CCA1) genes (lhy;cca1) accelerate flowering under short days, whereas lhy;cca1 delays flowering under continuous light (LL). The lhy;cca1 mutant also exhibits short hypocotyls and petioles under LL. However, the molecular mechanisms underlying the regulation of both flowering time and organ lengths in the LHY/CCA1-dependent pathway are not fully understood. To address these questions, we performed EMS mutagenesis of the lhy-12;cca1-101 line and screened for mutations that enhance the lhy;cca1 phenotypes under LL. In this screen, we identified a novel allele of dwarf4 (dwf4) and named it petanko 5 (pta5). A similar level of enhancement of the delay in flowering was observed in these two dwf4 mutants when combined with the lhy;cca1 mutations. The lhy;cca1 and dwf4 mutations did not significantly affect the expression level of the floral repressor gene FLC under LL. Our results suggest that a defect in brassinosteroid (BR) signaling delayed flowering independent of the FLC expression level, at least in plants with the lhy;cca1 mutation grown under LL. The dwf4/pta5 mutation did not enhance the late-flowering phenotype of plants overexpressing SVP under LL, suggesting that SVP and BR function in a common pathway that controls flowering time. Our results suggest that the lhy;cca1 mutant exhibits delayed flowering due to both the BR signaling-dependent and -independent pathways under LL."
24,"Y. Joo, V. Fragoso, F. Yon, IT. Baldwin and SG. Kim, ","""Circadian clock component, LHY, tells a plant when to respond photosynthetically to light in nature."", ",Journal of integrative plant biology ,59(8) ,(Aug. 2017). ,28429400; ,DOI 10.1111/jipb.12547.,"The circadian clock is known to increase plant growth and fitness, and is thought to prepare plants for photosynthesis at dawn and dusk; whether this happens in nature was unknown. We transformed the native tobacco, Nicotiana attenuata to silence two core clock components, NaLHY (irLHY) and NaTOC1 (irTOC1). We characterized growth and light- and dark-adapted photosynthetic rates (Ac ) throughout a 24 h day in empty vector-transformed (EV), irLHY, and irTOC1 plants in the field, and in NaPhyA- and NaPhyB1-silenced plants in the glasshouse. The growth rates of irLHY plants were lower than those of EV plants in the field. While irLHY plants reduced Ac earlier at dusk, no differences between irLHY and EV plants were observed at dawn in the field. irLHY, but not EV plants, responded to light in the night by rapidly increasing Ac . Under controlled conditions, EV plants rapidly increased Ac in the day compared to dark-adapted plants at night; irLHY plants lost these time-dependent responses. The role of NaLHY in gating photosynthesis is independent of the light-dependent reactions and red light perceived by NaPhyA, but not NaPhyB1. In summary, the circadian clock allows plants not to respond photosynthetically to light at night by anticipating and gating red light-mediated in native tobacco."
