,authors,ArticleTitle,journal_title,volume,date,pubmed,doi_pii_str,abstract
10,"L. Qi, Y. Shi, W. Terzaghi, S. Yang and J. Li, ","""Integration of light and temperature signaling pathways in plants."", ",Journal of integrative plant biology ,64(2) ,(Feb. 2022). ,PUBMED: 34984823; ,DOI 10.1111/jipb.13216.,"As two of the most important environmental factors, light and temperature regulate almost all aspects of plant growth and development. Under natural conditions, light is accompanied by warm temperatures and darkness by cooler temperatures, suggesting that light and temperature are tightly associated signals for plants. Indeed, accumulating evidence shows that plants have evolved a wide range of mechanisms to simultaneously perceive and respond to dynamic changes in light and temperature. Notably, the photoreceptor phytochrome B (phyB) was recently shown to function as a thermosensor, thus reinforcing the notion that light and temperature signaling pathways are tightly associated in plants. In this review, we summarize and discuss the current understanding of the molecular mechanisms integrating light and temperature signaling pathways in plants, with the emphasis on recent progress in temperature sensing, light control of plant freezing tolerance, and thermomorphogenesis. We also discuss the questions that are crucial for a further understanding of the interactions between light and temperature signaling pathways in plants."
11,"D. Chen, M. Lyu, X. Kou, J. Li, Z. Yang, L. Gao, Y. Li, LM. Fan, H. Shi and S. Zhong, ","""Integration of light and temperature sensing by liquid-liquid phase separation of phytochrome B."", ",Molecular cell ,82(16) ,(Aug. 2022). ,PUBMED: 35728588; ,DOI 10.1016/j.molcel.2022.05.026.,"Light and temperature in plants are perceived by a common receptor, phytochrome B (phyB). How phyB distinguishes these signals remains elusive. Here, we report that phyB spontaneously undergoes phase separation to assemble liquid-like droplets. This capacity is driven by its C terminus through self-association, whereas the intrinsically disordered N-terminal extension (NTE) functions as a biophysical modulator of phase separation. Light exposure triggers a conformational change to subsequently alter phyB condensate assembly, while temperature sensation is directly mediated by the NTE to modulate the phase behavior of phyB droplets. Multiple signaling components are selectively incorporated into phyB droplets to form concentrated microreactors, allowing switch-like control of phyB signaling activity through phase transitions. Therefore, light and temperature cues are separately read out by phyB via allosteric changes and spontaneous phase separation, respectively. We provide a conceptual framework showing how the distinct but highly correlated physical signals are interpreted and sorted by one receptor."
12,"I. Paik, F. Chen, V. Ngoc Pham, L. Zhu, JI. Kim and E. Huq, ","""A phyB-PIF1-SPA1 kinase regulatory complex promotes photomorphogenesis in Arabidopsis."", ",Nature communications ,10(1) ,(Sep. 2019). ,PUBMED: 31527679; ,DOI 10.1038/s41467-019-12110-y.,"CONSTITUTIVELY PHOTOMORPHOGENIC1 (COP1) is a highly conserved E3 ubiquitin ligase from plants to animals and acts as a central repressor of photomorphogenesis in plants. SUPPRESSOR OF PHYA-105 1 family members (SPA1-SPA4) directly interact with COP1 and enhance COP1 activity. Despite the presence of a kinase domain at the N-terminus, no COP1-independent role of SPA proteins has been reported. Here we show that SPA1 acts as a serine/threonine kinase and directly phosphorylates PIF1 in vitro and in vivo. SPAs are necessary for the light-induced phosphorylation, ubiquitination and subsequent degradation of PIF1. Moreover, the red/far-red light photoreceptor phyB interacts with SPA1 through its C-terminus and enhances the recruitment of PIF1 for phosphorylation. These data provide a mechanistic view on how the COP1-SPA complexes serve as an example of a cognate kinase-E3 ligase complex that selectively triggers rapid phosphorylation and removal of its substrates, and how phyB modulates this process to promote photomorphogenesis."
13,"H. Li, ES. Burgie, ZTK. Gannam, H. Li and RD. Vierstra, ","""Plant phytochrome B is an asymmetric dimer with unique signalling potential."", ",Nature ,604(7904) ,(Apr. 2022). ,PUBMED: 35355010; ,DOI 10.1038/s41586-022-04529-z.,"Many aspects of plant photoperception are mediated by the phytochrome (Phy) family of bilin-containing photoreceptors that reversibly interconvert between inactive Pr and active Pfr conformers1,2. Despite extensive biochemical studies, full understanding of plant Phy signalling has remained unclear due to the absence of relevant 3D models. Here we report a cryo-electron microscopy structure of Arabidopsis PhyB in the Pr state that reveals a topologically complex dimeric organization that is substantially distinct from its prokaryotic relatives. Instead of an anticipated parallel architecture, the C-terminal histidine-kinase-related domains (HKRDs) associate head-to-head, whereas the N-terminal photosensory regions associate head-to-tail to form a parallelogram-shaped platform with near two-fold symmetry. The platform is internally linked by the second of two internal Per/Arnt/Sim domains that binds to the photosensory module of the opposing protomer and a preceding 'modulator' loop that assembles tightly with the photosensory module of its own protomer. Both connections accelerate the thermal reversion of Pfr back to Pr, consistent with an inverse relationship between dimer assembly and Pfr stability. Lopsided contacts between the HKRDs and the platform create profound asymmetry to PhyB that might imbue distinct signalling potentials to the protomers. We propose that this unique structural dynamism creates an extensive photostate-sensitive surface for conformation-dependent interactions between plant Phy photoreceptors and their signalling partners."
14,"Z. Song, Y. Heng, Y. Bian, Y. Xiao, J. Liu, X. Zhao, Y. Jiang, XW. Deng and D. Xu, ","""BBX11 promotes red light-mediated photomorphogenic development by modulating phyB-PIF4 signaling."", ",aBIOTECH ,2(2) ,(Jun. 2021). ,PUBMED: 36304757; ,DOI 10.1007/s42994-021-00037-2.,"phytochrome B (phyB) acts as the red light photoreceptor and negatively regulates the growth-promoting factor PHYTOCHROME INTERACTING 4 (PIF4) through a direct physical interaction, which in turn changes the expression of a large number of genes. phyB-PIF4 module regulates a variety of biological and developmental processes in plants. In this study, we demonstrate that B-BOX PROTEIN 11 (BBX11) physically interacts with both phyB and PIF4. BBX11 negatively regulates PIF4 accumulation as well as its biochemical activity, consequently leading to the repression of PIF4-controlled genes' expression and promotion of photomorphogenesis in the prolonged red light. This study reveals a regulatory mechanism that mediates red light signal transduction and sheds a light on phyB-PIF4 module in promoting red light-dependent photomorphognenesis."
15,"N. Kippes, C. VanGessel, J. Hamilton, A. Akpinar, H. Budak, J. Dubcovsky and S. Pearce, ","""Effect of phyB and phyC loss-of-function mutations on the wheat transcriptome under short and long day photoperiods."", ",BMC plant biology ,20(1) ,(Jun. 2020). ,PUBMED: 32600268; ,DOI 10.1186/s12870-020-02506-0.,"Photoperiod signals provide important cues by which plants regulate their growth and development in response to predictable seasonal changes. Phytochromes, a family of red and far-red light receptors, play critical roles in regulating flowering time in response to changing photoperiods. A previous study showed that loss-of-function mutations in either PHYB or PHYC result in large delays in heading time and in the differential regulation of a large number of genes in wheat plants grown in an inductive long day (LD) photoperiod."
16,"K. Dehesh, J. Tepperman, AH. Christensen and PH. Quail, ","""phyB is evolutionarily conserved and constitutively expressed in rice seedling shoots."", ",Molecular & general genetics : MGG ,225(2) ,(Feb. 1991). ,PUBMED: 2005872; ,,"Southern blot analysis indicates that the rice genome contains single copies of genes encoding type A (phyA) and type B (phyB) phytochromes. We have isolated overlapping cDNA and genomic clones encoding the entire phyB polypeptide. This monocot sequence is more closely related to phyB from the dicot, Arabidopsis (73% amino acid sequence identity), than it is to the phyA gene in the rice genome (50% identity). These data support the proposal that phyA and phyB subfamilies diverged early in plant evolution and that subsequent divergence accompanied the evolution of monocots and dicots. Moreover, since rice and Arabidopsis phyB polypeptides are more closely related to one another (73% identity) than are monocot and dicot phyA sequences (63-65% identity), it appears that phyB has evolved more slowly than phyA. Sequence conservation between phyA and phyB is greatest in a central core region surrounding the chromophore attachment site, and least toward the amino-terminal and carboxy-terminal ends of the polypeptides, although hydropathy analysis suggests that the overall structure of the two phytochromes has been conserved. Gene-specific Northern blot analysis indicates that, whereas phyA is negatively regulated by phytochrome in rice seedling shoots in the manner typical of monocots, phyB is constitutively expressed irrespective of light treatment. In consequence, phyA and phyB transcripts are equally abundant in fully green tissue. Since Arabidopsis phyB mRNA levels are also unaffected by light, the present results suggest that this mode of regulation is evolutionarily conserved among phyB genes, perhaps reflecting differences in the functional roles of the different phytochrome subfamilies."
17,"RW. Smith, B. Helwig, AH. Westphal, E. Pel, JW. Borst and C. Fleck, ","""Interactions Between phyB and PIF Proteins Alter Thermal Reversion Reactions in vitro."", ",Photochemistry and photobiology ,93(6) ,(Nov. 2017). ,PUBMED: 28503745; ,DOI 10.1111/php.12793.,"The dynamic behavior of the plant red/far-red light photoreceptor phytochrome B (phyB) has been elucidated in natural and synthetic systems. Red light switches phyB from the inactive Pr state to the active Pfr state, a process that is reversed by far-red light. Alongside light signals, phyB activity is constrained by thermal reversion (that is prominent in the dark) and protein-protein interactions between phyB, other phytochrome molecules, and, among others, PHYTOCHROME INTERACTING FACTORs (PIFs). Requirements for phyB-PIF association have been well studied and are central to light-regulated synthetic tools. However, it is unknown whether PIF interactions influence transitions of phyB between different conformers. Here, we show that the in vitro thermal reversion of phyB involves multiple reactions. Thermal reversion of phyB in vitro is inhibited by PIF6, and this effect is observed at all temperatures tested. We analyzed our experimental data using a mathematical model containing multiple Pfr conformers, in accordance with previous findings. Remarkably, each Pfr conformer is differentially regulated by PIF6 and temperature. As a result, we speculate that in vivo phytochrome signaling networks may require similar levels of complexity to fine-tune responses to the external environment."
18,"JJ. Casal and S. Balasubramanian, ","""Thermomorphogenesis."", ",Annual review of plant biology ,70 ,(Apr. 2019). ,PUBMED: 30786235; ,DOI 10.1146/annurev-arplant-050718-095919.,"When exposed to warmer, nonstressful average temperatures, some plant organs grow and develop at a faster rate without affecting their final dimensions. Other plant organs show specific changes in morphology or development in a response termed thermomorphogenesis. Selected coding and noncoding RNA, chromatin features, alternative splicing variants, and signaling proteins change their abundance, localization, and/or intrinsic activity to mediate thermomorphogenesis. Temperature, light, and circadian clock cues are integrated to impinge on the level or signaling of hormones such as auxin, brassinosteroids, and gibberellins. The light receptor phytochrome B (phyB) is a temperature sensor, and the phyB-PHYTOCHROME-INTERACTING FACTOR 4 (PIF4)-auxin module is only one thread in a complex network that governs temperature sensitivity. Thermomorphogenesis offers an avenue to search for climate-smart plants to sustain crop and pasture productivity in the context of global climate change."
19,"Y. Heng, Y. Jiang, X. Zhao, H. Zhou, X. Wang, XW. Deng and D. Xu, ","""BBX4, a phyB-interacting and modulated regulator, directly interacts with PIF3 to fine tune red light-mediated photomorphogenesis."", ",Proceedings of the National Academy of Sciences of the United States of America ,116(51) ,(Dec. 2019). ,PUBMED: 31776262; ,DOI 10.1073/pnas.1915149116.,"Phytochrome B (phyB) absorbs red light signals and subsequently initiates a set of molecular events in plant cells to promote photomorphogenesis. Here we show that phyB directly interacts with B-BOX CONTAINING PROTEIN 4 (BBX4), a positive regulator of red light signaling, and positively controls its abundance in red light. BBX4 associates with PHYTOCHROME INTERACTING FACTOR 3 (PIF3) and represses PIF3 transcriptional activation activity and PIF3-controlled gene expression. The degradation of BBX4 in darkness is dependent on CONSTITUTIVELY PHOTOMORPHOGENIC 1 (COP1) and the 26S proteasome system. Collectively, BBX4 acts as a key component of the phyB-PIF3-mediated signaling module and fine tunes the red light action. phyB promotes the accumulation of BBX4, which in turn serves to repress PIF3 action through direct physical interaction to promote photomorphogenic development in red light."
20,"AV. Fonin, IA. Antifeeva, OG. Shpironok, OV. Stepanenko, SA. Silonov, OV. Stepanenko, IE. Antifeev, AE. Romanovich, IM. Kuznetsova, JI. Kim, VN. Uversky and KK. Turoverov, ","""Photo-dependent membrane-less organelles formed from plant phyB and PIF6 proteins in mammalian cells."", ",International journal of biological macromolecules ,176 ,(Apr. 2021). ,PUBMED: 33582218; ,DOI 10.1016/j.ijbiomac.2021.02.075.,"Plant photobodies are the membrane-less organelles (MLOs) that can be generated by protein-protein interactions between active form of phytochrome B (phyB) and phytochrome-interacting factors (PIFs). These organelles regulate plant photomorphogenesis. In this study, we developed two chimeric proteins with fluorescent proteins, phyB fused to EGFP and PIF6 fused to mCherry, and investigated their exogenous expression in mammalian cells by confocal fluorescence microscopy. Results showed that irradiation with diffused 630-nm light induced formation and subsequent increase in sizes of the MLOs. The assembly and disassembly of the photo-inducible MLOs in the mammalian cell cytoplasm obeyed the laws inherent in the concentration-dependent phase separation of biopolymers. The sizes of MLOs formed from phyB and PIF6 in mammalian cells corresponded to the sizes of the so-called ""early"" photobodies in plant cells. These results suggested that the first step for the formation of plant photobodies might be based on the light-dependent liquid-liquid phase separation of PIFs and other proteins that can specifically interact with the active form of phyB. The developed chimeric proteins in principle can be used to control the assembly and disassembly of photo-inducible MLOs, and thereby to regulate various intracellular processes in mammalian cells."
21,"J. Song, Q. Liu, B. Hu and W. Wu, ","""Photoreceptor PhyB Involved in Arabidopsis Temperature Perception and Heat-Tolerance Formation."", ",International journal of molecular sciences ,18(6) ,(Jun. 2017). ,PUBMED: 28587227; ,DOI 10.3390/ijms18061194.,"The influence of temperature on plants is essential. However, our knowledge on the intricate regulation process underlying heat stress (HS) response in plants is limited. Recently, information about thermal sensors in vivo has begun to emerge. In this study, another primary environmental stimulus, light, was verified once again to work with temperature synergistically on plants, through the modulation of numerous biological processes. With the application of transcriptomic analysis, a substantial number of heat-responsive genes were detected involved in both light- and phytohormone-mediated pathways in Arabidopsis. During this process, phytoreceptor phyB acts as a molecular switch to turn on or turn off several other genes HS response, under different light conditions. Furthermore, a morphological study showed the afunction of phyB enhanced plants thermal tolerance, confirming the important role of this phytochrome in temperature perception and response in plants. This study adds data to the picture of light and temperature signaling cross-talk in plants, which is important for the exploration of complicated HS responses or light-mediated mechanisms. Furthermore, based on its influence on Arabidopsis thermal response in both morphological and physiological levels, phyB is a photoreceptor, as revealed before, as well as an essential thermal sensor in plants."
22,"SA. Finlayson, DB. Hays and PW. Morgan, ","""phyB-1 sorghum maintains responsiveness to simulated shade, irradiance and red light: far-red light."", ","Plant, cell & environment ",30(8) ,(Aug. 2007). ,PUBMED: 17617823; ,,"The sorghum [Sorghum bicolor (L.) Moench] phyB-1 mutant exhibits a constitutive shade-avoidance phenotype including excessive shoot elongation. It was previously shown that this mutant also overproduces ethylene. Although phytochrome B (phyB) is assumed to be the pigment most important in sensing and transducing shade signals, the sorghum phyB-1 mutant still responds to light signals characteristic of shade. Specifically, it was determined that the leaf blade : leaf sheath elongation of phyB-1 is responsive to red : far red (R : FR), but this response is opposite that of wild type (WT). Reducing the photosynthetic photon flux density (PPFD) strongly reduced the leaf blade : leaf sheath of WT but did not affect phyB-1, demonstrating a role for phyB in sensing PPFD. Using light-emitting diode (LED) lighting, it was found that WT ethylene production was increased with low R : FR while PPFD had no effect. Conversely, phyB-1 ethylene production increased only with high PPFD, high R : FR which was the treatment resulting in the least ethylene production by WT. Elevated ethylene production inhibits shoot elongation, but may contribute to shade avoidance by reducing leaf blade : leaf sheath elongation. Ethylene responses to light treatments designed to promote or reduce phytochrome A (phyA) activity, and the analysis of PHYA levels in the two cultivars suggests that phyA could be involved in transducing shade signals in light-grown sorghum. Responses potentially tranduced by phyA are elevated in phyB-1 which also over-expresses PHYA."
23,"S. Kim, G. Hwang, S. Kim, TN. Thi, H. Kim, J. Jeong, J. Kim, J. Kim, G. Choi and E. Oh, ","""The epidermis coordinates thermoresponsive growth through the phyB-PIF4-auxin pathway."", ",Nature communications ,11(1) ,(Feb. 2020). ,PUBMED: 32103019; ,DOI 10.1038/s41467-020-14905-w.,"In plants, an elevation in ambient temperature induces adaptive morphological changes including elongated hypocotyls, which is predominantly regulated by a bHLH transcription factor, PIF4. Although PIF4 is expressed in all aerial tissues including the epidermis, mesophyll, and vascular bundle, its tissue-specific functions in thermomorphogenesis are not known. Here, we show that epidermis-specific expression of PIF4 induces constitutive long hypocotyls, while vasculature-specific expression of PIF4 has no effect on hypocotyl growth. RNA-Seq and qRT-PCR analyses reveal that auxin-responsive genes and growth-related genes are highly activated by epidermal, but not by vascular, PIF4. Additionally, inactivation of epidermal PIF4 or auxin signaling, and overexpression of epidermal phyB suppresses thermoresponsive growth, indicating that epidermal PIF4-auxin pathways are essential for the temperature responses. Further, we show that high temperatures increase both epidermal PIF4 transcription and the epidermal PIF4 DNA-binding ability. Taken together, our study demonstrates that the epidermis regulates thermoresponsive growth through the phyB-PIF4-auxin pathway."
